nform,nper,ola,f10,f11,f12,f2,f3,f4,f5,f6,g7a,g2a,g2b,g4,g6,h1,h2,h3,h4,h5,h6,h7,h12,h11,h10a,h10,f1,f7,f8,f9,g1,g3,g5,g7,g8a,g8b,h8,h9a,h9b1,h9b2,h9b3,h9b4,h9b5,h9b6,h9b7,h9b8,h13,h11a
1407,3,3,cónyuge,29,mujer,unido/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,1,12,1,2,6,,,,2,,,,,,,,,,,,,1
1407,4,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,1,,2,1,,,,,,,,,,,,,,,,,,1
1407,5,3,hijo/a de ambos,10,hombre,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,1,,2,1,,,,,,,,,,,,,,,,,,1
1407,13,3,hijo/a de ambos,6,hombre,soltero/a,asiste actualmente,primario común,no,0,si,,,,,,,,,,,,,,si,,1,,2,1,,,,,,,,,,,,,,,,,,1
1407,14,3,hijo/a de ambos,0,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,1,,2,1,,,,,,,,,,,,,,,,,,1
1409,1,3,hijo/a sólo del cónyuge,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
1409,2,3,jefe,35,hombre,unido/a,no asiste pero asistió,secundaria,si,6,si,40,0,asalariado privado,si,25000,,,,,,,6000,,si,2400,3,20,2,1,1,0,8,,1,6,,,,,,,,,,,999999,1
1409,3,3,cónyuge,32,mujer,unido/a,no asiste pero asistió,primario común,si,6,si,20,0,asalariado privado,si,11000,,,,,,,,,si,,3,18,2,1,1,0,5,,2,,,1400,1,4,,,,,,,,1
1409,4,3,hijo/a de ambos,8,hombre,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1410,1,3,hijo/a sólo del jefe,15,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,30,0,asalariado privado,no,8500,,,,,,,,,si,,3,14,1,9,1,0,9,,2,,3,1908,2,13,14,,,,,,,1
1410,2,3,hijo/a sólo del jefe,14,mujer,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,1,9,3,,,,2,,,,,,,,,,,,,1
1410,3,3,jefe,35,mujer,soltero/a,no asiste pero asistió,primario común,no,3,no,,,,,,,,,,,,999999,,si,,3,12,1,9,2,,,0,2,,,,,,,,,,,,,1
1410,13,3,hijo/a sólo del jefe,2,mujer,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,1,9,,,,,,,,,,,,,,,,,,1
1410,14,3,hijo/a sólo del jefe,6,hombre,soltero/a,asiste actualmente,primario común,no,0,si,,,,,,,,,,,,,,si,,3,,1,9,,,,,,,,,,,,,,,,,,1
1410,15,3,hijo/a sólo del jefe,17,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,14,1,9,3,,,,2,,,,,,,,,,,,,1
1411,1,3,hijo/a sólo del jefe,14,mujer,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,1,9,3,,,,2,,,,,,,,,,,,,1
1411,2,3,hijo/a sólo del jefe,15,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,30,0,asalariado privado,no,8500,,,,,,,,,si,,3,14,1,9,1,0,9,,2,,3,1908,2,13,14,,,,,,,1
1411,3,3,jefe,35,mujer,soltero/a,no asiste pero asistió,primario común,no,3,no,,,,,,,,,,,,1000,,si,,3,12,1,9,2,,,0,2,,,,,,,,,,,,,1
1411,13,3,hijo/a sólo del jefe,2,mujer,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,1,9,,,,,,,,,,,,,,,,,,1
1411,14,3,hijo/a sólo del jefe,6,hombre,soltero/a,asiste actualmente,primario común,no,0,si,,,,,,,,,,,,,,si,,3,,1,9,,,,,,,,,,,,,,,,,,1
1411,15,3,hijo/a sólo del jefe,17,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,14,1,9,3,,,,2,,,,,,,,,,,,,1
1412,1,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,1,,1,2,,,,,,,,,,,,,,,,,,1
1412,2,3,hijo/a sólo del jefe,15,mujer,soltero/a,asiste actualmente,secundaria,no,0,si,,,,,,,,,,,,,,si,,1,,1,2,3,,,,2,,,,,,,,,,,,,1
1412,3,3,jefe,51,mujer,sep./divorciado/a,no asiste pero asistió,primario común,si,6,si,20,0,asalariado privado,si,7000,,,,,,,2500,,si,,1,99,1,2,1,0,9,,2,,1,1550,1,2,7,,,,,,,1
1412,7,3,nieto/a,11,mujer,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,1,,2,1,,,,,,,,,,,,,,,,,,1
1414,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,5,,4,9,,,,,,,,,,,,,,,,,,1
1414,2,3,jefe,46,hombre,casado/a,no asiste pero asistió,secundaria,no,3,si,56,0,asalariado público,si,16000,,,,,,,6000,,si,,3,15,4,9,1,14,1,,2,,1,1000,1,4,,,,,,,999999,1
1414,3,3,cónyuge,35,mujer,casado/a,asiste actualmente,ens. técnica,no,6,si,30,0,asalariado privado,si,11000,,,,,,,,,si,,3,,4,9,1,0,9,,1,10,1,,,,,,,,,,,1
1414,4,3,hijo/a de ambos,12,mujer,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
1416,1,3,nieto/a,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1416,2,3,jefe,77,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,,,,,,,999999,,,,,,,si,,3,99,1,2,4,,,,2,,,,,,,,,,,,,1
1416,3,3,cónyuge,71,mujer,casado/a,no asiste pero asistió,ens. técnica,no,4,si,,,,,,,,,,,,,,si,,3,15,2,1,6,,,,2,,,,,,,,,,,,,1
1416,4,3,hijo/a de ambos,45,mujer,soltero/a,no asiste pero asistió,secundaria,no,4,si,48,0,asalariado privado,si,7200,,,,,,,,,si,,3,16,2,1,1,10,7,,2,,,1300,1,5,,,,,,,,1
1416,5,3,nieto/a,9,mujer,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1417,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,0,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
1417,2,3,jefe,43,hombre,casado/a,no asiste pero asistió,ens. técnica,si,4,si,54,0,asalariado privado,si,13000,,,,,,,4000,,si,,3,17,2,1,1,0,5,,2,,,,,,,,,,,,,1
1417,3,3,cónyuge,41,mujer,casado/a,no asiste pero asistió,secundaria,no,4,si,36,0,asalariado privado,si,8000,,,,,,,,,si,,3,34,2,1,1,0,5,,1,6,,,,,,,,,,,,1
1417,4,3,hijo/a de ambos,16,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
1417,5,3,hijo/a de ambos,12,mujer,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1418,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
1418,2,3,jefe,45,hombre,unido/a,no asiste pero asistió,secundaria,no,1,si,40,30,asalariado privado,si,12000,6000,,,,,,9000,,si,,3,18,2,1,1,20,9,,2,,1,,,,,,,,,,,1
1418,3,3,cónyuge,40,mujer,unido/a,no asiste pero asistió,primario común,si,6,si,48,0,asalariado privado,si,8000,,,,,,,,,si,,3,99,2,1,1,0,9,,2,,1,,,,,,,,,,,1
1418,4,3,hijo/a de ambos,22,hombre,soltero/a,no asiste pero asistió,secundaria,no,0,si,48,0,asalariado privado,si,9000,,,,,,,,,si,,3,16,2,1,1,0,8,,2,,1,,,,,,,,,,,1
1418,13,3,cuñado/a,30,mujer,sep./divorciado/a,no asiste pero asistió,primario común,si,6,si,45,0,asalariado privado,si,8000,,,,,,,,,si,,3,99,2,1,1,0,5,,2,,1,600,,14,,,,,,,,1
1418,14,3,otros familiares,0,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1419,1,3,hijo/a de ambos,13,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1419,2,3,jefe,32,hombre,unido/a,no asiste pero asistió,primario común,si,6,si,40,0,asalariado privado,si,10000,,,,,,,,,si,,3,13,2,1,1,0,5,,2,,,,,,,,,,,,,1
1419,3,3,cónyuge,33,mujer,unido/a,no asiste pero asistió,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,17,2,1,6,,,,2,,,1300,1,4,13,,,,,,,1
1419,4,3,hijo/a de ambos,9,hombre,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1419,13,3,hijo/a de ambos,7,hombre,soltero/a,asiste actualmente,primario común,no,0,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1422,1,3,hijo/a de ambos,13,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
1422,2,3,jefe,48,hombre,unido/a,no asiste pero asistió,primario común,si,6,si,75,0,trab. cuenta propia con local,si,20000,,,,,,,2500,,si,,3,99,1,2,1,0,5,,2,,1,,,,,,,,,,,1
1422,3,3,cónyuge,49,mujer,unido/a,no asiste pero asistió,ens. técnica,no,1,si,30,0,trab. cuenta propia con local,no,6000,,,,,,,,,si,,3,22,1,2,1,0,5,,2,,,,,,,,,,,,,1
1423,1,3,nieto/a,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,1,,1,2,,,,,,,,,,,,,,,,,,1
1423,2,3,jefe,72,mujer,viudo/a,no asiste pero asistió,primario común,no,3,si,,,,,,,8000,,,6000,,,1,si,,1,10,2,2,4,,,,2,,,1146,1,,,,,,,,,1
1424,1,3,hijo/a de ambos,14,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,13,2,1,7,,,,2,,,,,,,,,,,,,1
1424,2,3,jefe,35,hombre,unido/a,no asiste pero asistió,primario común,si,6,si,60,0,asalariado privado,si,16000,,,,,,,,,si,,3,13,2,1,1,0,9,,2,,,,,,,,,,,,,1
1424,3,3,hijo/a de ambos,18,hombre,soltero/a,no asiste pero asistió,secundaria,no,3,si,,,,,7400,,,,,,,,,si,,3,17,2,2,2,,,3,2,,,,,,,,,,,,,1
1424,4,3,hijo/a de ambos,11,mujer,soltero/a,asiste actualmente,primario común,no,5,si,,,,,24000,,,,,,,,,si,,3,,1,1,,,,,,,,,,,,,,,,,,1
1424,5,3,cónyuge,35,mujer,unido/a,no asiste pero asistió,secundaria,si,6,si,50,0,asalariado privado,si,999999,,,,,,,,,si,,3,29,2,1,1,0,3,,2,,,,,,,,,,,,,1
1425,1,3,otros familiares,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,1,1,3,,,,2,,,,,,,,,,,,,1
1425,3,3,otros familiares,12,hombre,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,1,1,,,,,,,,,,,,,,,,,,1
1425,4,3,otros familiares,10,mujer,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,1,1,,,,,,,,,,,,,,,,,,1
1425,5,3,madre/padre,75,mujer,viudo/a,no asiste pero asistió,primario común,no,3,si,,,,,,,4000,,,,,,,si,,3,9,1,1,5,,,,2,,1,,,,,,,,,,,1
1425,6,3,jefe,54,mujer,viudo/a,no asiste pero asistió,secundaria,no,2,si,48,0,asalariado privado,si,6500,,,,,,,4000,,si,,3,15,1,1,1,0,9,,2,,1,2000,1,3,4,,,,,,,1
1426,1,3,hijo/a sólo del jefe,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,1,,1,2,,,,,,,,,,,,,,,,,,1
1426,3,3,jefe,41,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,no,2,si,60,0,trab. cuenta propia sin local,no,8000,,,,,,,3000,,si,,3,15,1,2,1,0,5,,2,,,2140,,,,,,,,,,1
1426,4,3,hijo/a sólo del jefe,24,hombre,soltero/a,no asiste pero asistió,secundaria,no,1,si,,,,,,,,,,,,,,si,,1,14,1,2,2,,,10,2,,,,,,,,,,,,,1
1426,5,3,hijo/a sólo del jefe,21,hombre,soltero/a,no asiste pero asistió,secundaria,no,1,no,,,,,,,,,,,,,,si,,1,14,1,2,2,,,0,2,,,,,,,,,,,,,1
1426,6,3,hijo/a sólo del jefe,16,mujer,soltero/a,asiste actualmente,secundaria,no,4,si,,,,,,,,,,,,,,si,,1,,1,2,3,,,,2,,,,,,,,,,,,,1
1426,7,3,hijo/a sólo del jefe,15,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,1,,1,2,3,,,,2,,,,,,,,,,,,,1
1427,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
1427,2,3,jefe,47,hombre,casado/a,no asiste pero asistió,secundaria,no,1,si,46,0,asalariado privado,si,12500,,,,,,,,,si,,3,14,2,1,1,0,9,,2,,,,,,,,,,,,,1
1427,3,3,cónyuge,43,mujer,casado/a,no asiste pero asistió,ens. técnica,no,2,si,48,0,asalariado privado,si,9000,,,,,,,,,si,,3,21,2,1,1,0,5,,1,1,,1230,1,,,,,,,,,1
1428,1,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,secundaria,no,0,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
1428,2,3,cónyuge,42,hombre,unido/a,no asiste pero asistió,secundaria,no,3,si,72,0,asalariado público,no,6000,,,,,,,,,si,,3,15,1,2,1,0,9,,2,,3,2500,1,6,13,14,,,,,,1
1428,3,3,jefe,41,mujer,unido/a,no asiste pero asistió,ens. técnica,no,3,si,36,0,asalariado público,si,6000,,,,,,,4000,,si,,3,14,4,9,1,0,9,,2,,,,,,,,,,,,,1
1428,4,3,hijo/a sólo del jefe,22,mujer,soltero/a,no asiste pero asistió,secundaria,no,1,si,48,0,trab. cuenta propia sin local,no,2400,,,,,,,,,si,,3,13,1,2,1,0,9,,2,,,,,,,,,,,,,1
1428,5,3,hijo/a sólo del jefe,18,mujer,soltero/a,asiste actualmente,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
1428,6,3,hijo/a sólo del jefe,15,mujer,soltero/a,asiste actualmente,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
1428,13,3,hijo/a sólo del jefe,6,hombre,soltero/a,asiste actualmente,primario común,no,0,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
1428,14,3,hijo/a sólo del jefe,5,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,99,1,2,,,,,,,,,,,,,,,,,,1
1434,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1434,2,3,jefe,38,hombre,casado/a,no asiste pero asistió,secundaria,no,4,si,45,10,asalariado privado,si,16000,6000,,,,,,9000,,si,,3,16,2,1,1,0,7,,2,,1,700,1,3,,,,,,,,1
1434,3,3,hijo/a de ambos,15,hombre,soltero/a,asiste actualmente,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
1434,4,3,cónyuge,36,mujer,casado/a,asiste actualmente,secundaria,no,4,si,20,0,asalariado privado,si,5000,,,,,,,,,si,,3,,2,1,1,4,9,,2,,1,,,,,,,,,,,1
1436,1,3,nieto/a,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,2,3,,,,2,,,,,,,,,,,,,1
1436,13,3,jefe,67,hombre,casado/a,no asiste pero asistió,secundaria,si,6,si,40,0,asalariado público,si,999999,,50000,,,,,,,si,,3,19,2,2,1,0,4,,2,,1,1200,1,,,,,,,,200000,1
1436,14,3,cónyuge,68,mujer,casado/a,no asiste pero asistió,secundaria,no,5,si,,,,,,,,,,,,,,si,,3,17,2,2,6,,,,2,,1,,,,,,,,,,,1
1437,1,3,nieto/a,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1437,2,3,jefe,76,mujer,viudo/a,no asiste pero asistió,primario común,no,5,si,,,,,,,,,,,,6000,,si,,3,10,2,2,3,,,,2,,,,,,,,,,,,,1
1437,3,3,hijo/a de ambos,40,mujer,casado/a,no asiste pero asistió,secundaria,no,3,si,50,0,asalariado privado,si,999999,,,,,,,,,si,,3,18,2,1,1,0,5,,2,,,,,,,,,,,,,1
1437,4,3,jefe,31,mujer,unido/a,no asiste pero asistió,secundaria,no,4,si,,,,,,,,,,,,6000,,si,,3,20,2,2,6,,,,2,,,860,,13,,,,,,,,1
1437,5,3,nieto/a,15,mujer,soltero/a,asiste actualmente,secundaria,no,3,si,,,,,,,11000,,,,,,,si,,3,,2,1,4,,,,2,,,,,,,,,,,,,1
1437,13,3,nieto/a,1,hombre,soltero/a,no asiste pero asistió,preescolar,no,,si,,,,,,,,,,,,,,si,,3,99,2,1,,,,,,,,,,,,,,,,,,1
1437,14,3,cónyuge,41,hombre,casado/a,no asiste pero asistió,ens. técnica,no,2,si,50,0,asalariado privado,si,999999,,,,,,,,,si,,3,14,2,1,1,0,5,,2,,,,,,,,,,,,,1
1437,15,3,cónyuge,34,hombre,unido/a,no asiste pero asistió,secundaria,no,2,si,50,0,asalariado privado,si,10000,,,,,,,,,si,,1,17,2,1,1,0,5,,2,,,,,,,,,,,,,1
1438,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,no asiste pero asistió,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,14,2,1,6,,,,2,,,,,,,,,,,,,1
1438,2,3,jefe,43,mujer,casado/a,no asiste pero asistió,primario común,si,6,si,78,0,trab. cuenta propia con local,si,30000,,,,,,,999999,,si,,3,12,1,2,1,4,9,,2,,1,1600,1,13,14,,,,,,999999,1
1438,3,3,madre/padre,72,mujer,sep./divorciado/a,no asiste pero asistió,primario común,si,6,si,,,,,9000,,4000,,,,,,,si,,3,99,2,1,4,,,,2,,,,,,,,,,,,,1
1438,4,3,hermano/a,29,hombre,unido/a,no asiste pero asistió,primario común,si,6,si,,,,,,,3500,,,,,,,si,,3,17,2,1,7,,,,2,,,,,,,,,,,,,1
1438,5,3,hijo/a sólo del jefe,26,hombre,soltero/a,asiste actualmente,secundaria,no,4,si,42,0,asalariado público,si,25000,,,,,,,,,si,,3,,2,9,1,2,3,,1,3,,,,,,,,,,,,1
1438,6,3,hijo/a sólo del jefe,24,mujer,unido/a,no asiste pero asistió,secundaria,si,6,si,72,0,asalariado privado,si,20000,,,,,,,,,si,,3,19,2,1,1,1,4,,2,,,,,,,,,,,,,1
1438,13,3,hijo/a sólo del jefe,15,mujer,soltero/a,asiste actualmente,secundaria,no,4,si,,,,,,,,,,,,,,si,,3,,1,1,3,,,,2,,,,,,,,,,,,,1
1438,14,3,hijo/a de ambos,4,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,2200,,,,,,,si,,3,,1,1,,,,,,,,,,,,,,,,,,1
1439,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
1439,3,3,hijo/a sólo del jefe,10,mujer,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
1439,4,3,jefe,33,mujer,sep./divorciado/a,no asiste pero asistió,primario común,si,6,si,6,0,,no,1500,,,,,3000,,3500,,si,,3,12,1,2,1,0,9,,2,,3,2044,1,3,13,,,,,,0,1
1439,13,3,hijo/a sólo del jefe,3,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
1440,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
1440,2,3,cónyuge,36,hombre,soltero/a,no asiste pero asistió,superior,si,5,si,78,15,asalariado privado,si,999999,,9000,,,,,,,si,,3,17,2,1,1,0,9,,2,,,,,,,,,,,,,1
1440,3,3,jefe,33,mujer,soltero/a,no asiste pero asistió,secundaria,no,3,si,,,,,7700,,4000,,,,,,,si,,3,15,2,1,4,,,,2,,,2044,,,,,,,,,0,1
1440,13,3,hijo/a de ambos,6,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1440,14,3,hijo/a de ambos,2,mujer,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1440,15,3,suegro/a,76,mujer,viudo/a,no asiste pero asistió,superior,si,6,si,,,,,,,8000,,,,,,,si,,3,16,2,1,4,,,,2,,,,,,,,,,,,,1
1441,1,3,hijo/a de ambos,15,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,1,,2,1,3,,,,2,,,,,,,,,,,,,1
1441,2,3,cónyuge,40,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,10,0,asalariado privado,si,18000,,,,,,,,,si,1000,1,14,2,1,1,0,5,,2,,,,,,,,,,,,999999,1
1441,3,3,jefe,40,mujer,casado/a,no asiste pero asistió,secundaria,no,3,si,40,0,asalariado privado,si,6000,,,,,,,8000,,si,,1,19,2,1,1,0,5,,2,,,,,,,,,,,,999999,1
1441,4,3,hijo/a de ambos,18,mujer,soltero/a,asiste actualmente,secundaria,no,4,si,6,0,asalariado privado,si,7000,,,,,,,,,si,,1,,2,1,1,0,5,,2,,,,,,,,,,,,999999,1
1441,5,3,hijo/a de ambos,17,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,1,,2,1,3,,,,2,,,,,,,,,,,,,1
1442,1,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
1442,2,3,jefe,36,mujer,sep./divorciado/a,no asiste pero asistió,ens. técnica,si,3,si,40,0,asalariado público,si,10600,,,,,,,2000,,si,,3,99,4,9,1,0,4,,2,,,2400,1,3,,,,,,,,1
1442,3,3,hijo/a sólo del jefe,16,mujer,soltero/a,asiste actualmente,secundaria,no,4,si,,,,,,,,,,,,,,si,,3,,4,9,3,,,,2,,,,,,,,,,,,,1
1444,1,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,2,,,,,,,,,,,,,,,,,,1
1444,3,3,jefe,47,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,si,6,si,63,0,trab. cuenta propia con local,si,999999,,,,,,,,,si,,3,18,1,2,1,0,5,,1,99,1,,,,,,,,,,,1
1444,4,3,hijo/a sólo del jefe,11,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,2,2,,,,,,,,,,,,,,,,,,1
1444,5,3,hijo/a sólo del jefe,10,mujer,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,2,2,,,,,,,,,,,,,,,,,,1
1445,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
1445,2,3,jefe,44,hombre,viudo/a,asiste actualmente,secundaria,no,99,si,60,0,asalariado privado,ns/nc,30000,,,,,,,,,si,,3,,2,1,1,0,5,,2,,1,999999,1,4,,,,,,,999999,1
1445,4,3,hijo/a de ambos,11,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1445,13,3,cónyuge,78,mujer,viudo/a,no asiste pero asistió,primario común,si,6,si,,,,,,,8000,,,,,,,si,,3,99,2,2,4,,,,2,,,,,,,,,,,,,1
1452,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,no,,,,,,,,,,,,,,si,,3,,2,1,2,,,0,2,,,,,,,,,,,,,1
1452,2,3,jefe,39,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,44,0,asalariado privado,si,29000,,,,,,,,,si,,3,99,2,1,1,0,4,,2,,1,,,,,,,,,,999999,1
1452,3,3,cónyuge,37,mujer,casado/a,no asiste pero asistió,secundaria,si,6,si,40,0,asalariado privado,si,20000,,,,,,,,,si,,3,99,2,1,1,0,4,,2,,1,,,,,,,,,,,1
1452,4,3,hijo/a de ambos,17,mujer,soltero/a,asiste actualmente,secundaria,no,5,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
1452,5,3,hijo/a de ambos,8,hombre,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1453,1,3,hijo/a sólo del jefe,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,9,,1,2,,,,,,,,,,,,,,,,,,1
1453,3,3,jefe,34,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,30,0,trab. cuenta propia sin local,no,999999,,,,,,,999999,,si,,9,13,1,2,1,0,9,,2,,3,1980,,,,,,,,,,1
1453,4,3,hijo/a sólo del jefe,15,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,9,,1,2,3,,,,2,,,,,,,,,,,,,1
1453,5,3,hijo/a sólo del jefe,12,hombre,soltero/a,asiste actualmente,primario común,no,6,si,,,,,,,,,,,,,,si,,9,,1,2,,,,,,,,,,,,,,,,,,1
1453,6,3,hijo/a sólo del jefe,6,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,9,,1,2,,,,,,,,,,,,,,,,,,1
1454,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,primario común,no,6,si,,,,,,,,,,,,,,si,,1,,4,9,3,,,,2,,,,,,,,,,,,,1
