nform,nper_enc,dpto_cod,fecha,codigo,a1,a2,a3,a4,a4a,a4b,a5,a5a,a6,a7,a8,a91,a92,a93,a94,a95,a96,a97,a98,a99,a910,a911,a912,a913,a914,a915,a916,a917,a918,a919,b1,b2,b3a,b3b,b4,b5,b6,b7,b8,b9a,b9b,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b20a,b21,gra1,grb1,grc1,grd1,gre1,grh1,grf1,gra2,grb2,grc2,grd2,gre2,grh2,grf2,gra3,grb3,grc3,grd3,gre3,grh3,grf3,gra4,grb4,grc4,grd4,gre4,grh4,grf4,gra5,grb5,grc5,grd5,gre5,grh5,grf5,aca1,aca2,acb1,acb2,acc1,acc2,acd1,acd2,ace1,ace2,acf1,acf2,acg1,acg2,ach1,ach2,aci1,aci2,acj1,acj2,ack1,ack2,acl1,acl2,acm1,acm2,acn1,acn2,aco1,aco2,b23,b24,b25,b26,b27,b28,sem,men,b301,b302,b303,b304,b305,b306,b307,b308,esp1,b31a,b31b,b31c,b32a,b32b,b32c,b32d,b32e,b32f,b32g,b32h,b32i,b32j,b32k,b32l,b32m,b32n,b32o,b32p,b32q,b32r,b32s,b32t,b32u,b32v,b32w,b32x,b32y,b32z,b32ll,b33a,b33,b34,b35,b36,b37,c1,c1_cod,c2,c3,c4,c5,c6,c7,sexent,c8,c9,c10a,c10b,c10c,c11a,c11b,c12,c13,c14,man1,maa1,mab1,mac1,mad1,mae1,maf1,man2,maa2,mab2,mac2,mad2,mae2,maf2,man3,maa3,mab3,mac3,mad3,mae3,maf3,man4,maa4,mab4,mac4,mad4,mae4,maf4,man5,maa5,mab5,mac5,mad5,mae5,maf5,c15,c16,c17,c18a,c18b,c18c,da1,db1,dc1,dd1,de1,df1,dha1,dhb1,dhc1,dhd1,dg1,dg1_cod,da2,db2,dc2,dd2,de2,df2,dg2,dg2_cod,dha2,dhb2,dhc2,dhd2,e1a,e1b,e1c,e1d,e1e,e1f,e1g,e1h,e1i,e1j,e2,esp2,e3,e4,e5,e6,e7,e8a,e8b,e8c,e9,e10,e11,e12,e13a,e13b,e13c,e13d,e13e,e13f,e13g,e14a,e14b,e14c,e14d,e14e,e14f,e14g,e14h,e14i,e14j,e14k,e14l,e14m,e14n,e14o,e14p,e14q,e14r,e14s,e14t,e14u,e14v,e14w,e14x,e15a,e15b,e16,e17,e18a,e18b,e19,e20,e2110,e212,e213,e214,e215,e216,e217,e218,e219,e22,e23a,e23b,e23c,e23d,e23e,e24,e25a,e25b,e25c,e25d,e26a,e26b,e26c,e26d,e26e,e27a,e27b,e27c,e27d,e27e,e27f,e27g,e27h,e27i,e27j,e27k,e27l,e28,e29a,e29b,e29c,e30a,e30b,e30c,e3a1,e3a2,e3a3,e3b1,e3b2,e3b3,e3e1,e3e2,e3e3,e3g1,e3g2,e3g3,e3d1,e3d2,e3d3,e3c1,e3c2,e3c3,h14,h15,obs1,obs2,obs3,ola,b14a,b14b,b14c,b14d,b14e,b14f,b14g,b14h,b14i,b14j,b14k,b14l,b14m,b14n,b14o,b14p,b14q,b14r,b14s,b14t,b14u,pesof_09antrop,tallaf_09antrop,__09_zteantrop,__09_zimceantrop,esc_pr
7046,2,11,05 Oct 11,84,2,1,2010,7,,,1,,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,0,2,15,,,,,,,,1,2,1,5,1,2,2,,,,4,matias,5,5,1,13,2,2,cinthia,3,5,2,17,3,2,marta,5,5,2,22,2,2,rosana,5,5,2,24,ns_nc,1,,,,,,,,1,3,ns_nc,,1,5,2,,1,2,2,,2,,2,,2,,1,4,2,,2,,2,,2,,2,,1,4,2,,2,,,,2,1,2,2,2,2,2,2,,3,1,5,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,2,2,,,,,paysandu,11,16,1,16,12,12,6,2,,1,1,2,2010,2,,ninguno,2,4,marta,5,5,2,22,2,4,ema,3,5,2,28,2,4,irene,3,5,2,50,2,4,elisa,5,5,2,43,2,4,,,,,,,,1,5,6000,2,1,2,1,1,37,,11,ns_nc,6,,,,paysandu,11,1,1,64,,9,ns_nc,tacuarembo,18,1,6,,,1,4,1,4,4,4,4,4,2,4,2,,2,2,ns_nc,1,1,5,5,6,1,2,2,3,2,2,1,3,1,1,1,1,1,1,10,10,10,10,1,10,10,1,10,10,10,10,10,1,10,10,10,2,10,10,10,5,3,3,2,2,2,2,4,7,4,4,10,5,5,8,4,4,4,9,9,5,9,4,6,1,1,1,1,2,2,2,2,1,2,3,3,4,4,3,4,3,4,4,1,4,4,,,,,,,2,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,0,0,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,153,-.46000001,-.74000001,2892
7047,2,11,16 Sep 11,84,2,2,1976,2,,,2,3,2,3,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,1,0,1,,1,2,6,2,"sale de la casa, pero no entra, no le gusta",4,3,1,1,1,4,1,1,2,,,,2,shirley,4,1,2,13,3,1,sheila,4,1,2,15,3,1,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,2,2,1,2,2,2,2,,4,1,5,2,3,1,2,3,1,1,1,2,3,2,3,1,3,3,3,2,3,1,2,1,3,2,2,2,1,1,2,1,1,7,0,4,paysandu,11,16,2,16,11,8,3,2,,1,1,3,2010,1,10,ninguno,3,2,miguel,4,5,1,50,ns_nc,1,estela,3,4,2,60,2,1,,,,,,,,,,,,,,,,,,,,,,1,5,7000,2,1,1,1,2,,60,9,ns_nc,8,,,,paysandu,11,2,,,,,,0,,,,,,5,5,2,4,3,4,4,5,2,4,7,,4,2,1,1,1,4,5,2,1,1,1,2,3,2,1,1,1,1,1,7,10,6,10,10,10,10,10,10,10,10,1,10,10,1,10,5,10,10,10,10,10,10,10,4,4,5,3,1,1,4,3,7,8,5,1,5,5,5,5,3,4,4,4,3,4,5,5,1,1,1,1,2,2,2,2,1,3,2,2,1,4,3,4,4,2,4,3,3,1,10,,,2,,,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,0,0,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,146,-.50999999,.57999998,2892
7050,2,11,23 Nov 12,84,2,1,1964,2,,,2,3,3,2,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,0,0,2,15,,,,,,,,2,,,4,1,1,2,,,,3,maria de los angeles,1,5,2,15,3,2,yoye,1,5,2,14,3,2,tamara,5,5,2,13,3,2,,,,,,,,,,,,,,,ns_nc,,ns_nc,,ns_nc,,ns_nc,,ns_nc,,ns_nc,,ns_nc,,ns_nc,,ns_nc,,ns_nc,,ns_nc,,ns_nc,,ns_nc,,ns_nc,,ns_nc,,ns_nc,,2,,2,,,,2,1,2,2,2,2,2,2,,3,5,4,1,1,1,2,2,3,3,1,3,1,2,1,1,1,2,1,3,2,3,2,2,1,1,2,2,3,1,2,1,1,7,0,4,paysandu,11,12,2,18,10,10,10,2,,1,1,4,2011,2,,ninguno,2,2,elena,3,5,2,60,3,4,doris,5,5,2,41,3,1,,,,,,,,,,,,,,,,,,,,,,1,5,15000,2,1,2,1,2,,75,11,2,1,,,,paysandu,11,1,ns_nc,,,5,2,rio negro,12,8,,,,3,3,3,4,4,4,1,4,3,4,1,,1,2,1,1,1,5,5,3,1,2,2,2,1,1,1,1,1,1,1,10,10,1,10,10,10,10,10,10,10,10,1,10,10,1,10,10,10,10,10,10,10,10,10,4,2,8,3,1,1,4,1,1,10,1,10,10,10,10,5,5,4,9,9,5,9,5,11,1,1,1,1,2,2,2,2,1,4,3,3,3,3,3,3,3,4,4,3,2,4,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2892
7052,2,11,19 Sep 11,82,2,1,1996,4,,,1,,3,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,0,1,,1,4,0,,,2,3,2,,,4,1,1,2,,,,1,Sin nombre,1,3,1,15,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,15,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,2,1,2,2,2,2,2,,2,1,5,3,3,1,3,2,1,2,3,3,3,3,3,1,3,1,3,3,2,1,3,3,1,3,1,3,1,3,2,1,3,8,0,3,paysandu,11,26,1,26,10,10,9,2,,1,1,1,2010,2,,ninguno,1,2,Sin nombre,3,5,1,63,3,2,Sin nombre,3,5,1,28,3,2,,,,,,,,,,,,,,,,,,,,,,2,5,20000,1,2,1,2,,,,,,,,,,0,,2,,,,,,0,,,,,,4,3,3,5,3,5,3,3,3,3,3,,3,2,2,2,2,4,3,4,1,2,1,2,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,3,2,1,1,4,1,10,10,10,10,10,10,10,10,10,,5,4,9,3,5,9,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,4,4,,,,,,,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,0,0,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,146,-1.85,.61000001,2892
7053,3,11,06 Oct 11,99,2,1,1999,2,,,1,,3,1,2,1,2,1,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,0,0,1,,1,ninguna,19,1,,4,3,1,1,10,4,1,2,2,,,,5,sebastian pacheco,3,5,1,15,1,1,nahuel rodriguez,3,5,1,14,3,2,melina sosa,3,5,2,14,4,2,maira rodriguez,3,5,2,14,4,2,waldemar britos,3,5,1,14,1,2,2,,1,10,1,30,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,10,2,,2,,,,1,2,1,2,2,2,2,2,,2,1,5,3,1,1,3,3,3,3,2,2,1,3,3,1,3,3,1,3,2,1,2,3,1,1,3,3,3,2,1,,,,,,paysandu,11,18,2,18,2,2,2,2,,1,1,3,2010,1,2,ninguno,2,5,daniela,5,5,2,36,2,4,sandra,3,5,2,36,2,1,cinthia,3,5,2,21,2,1,karina,4,5,2,40,3,1,mariela,4,5,2,35,2,1,1,5,25000,2,2,2,1,2,,43,11,2,2,,,,paysandu,11,1,1,52,,9,2,paysandu,11,5,,,,5,5,5,5,5,5,5,5,5,5,2,,4,2,2,2,1,2,2,1,1,2,2,2,1,2,3,1,1,1,1,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,1,1,ns_nc,1,1,2,1,10,10,10,10,1,1,10,5,5,4,4,4,5,5,5,7,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30000,0,,,,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,149,.2,1.02,2892
7054,3,11,23 Sep 11,84,2,1,1995,4,,,1,,3,4,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,0,0,1,,1,1,0,,,2,3,2,,,5,1,2,2,,,,1,emanuel,3,5,1,14,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,3,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,1,2,2,2,2,2,2,,4,5,2,2,3,1,2,1,2,3,3,2,3,3,1,1,3,3,1,3,1,1,2,2,1,1,1,3,3,2,1,,,,,,paysandu,11,12,2,21,4,4,2,2,,1,1,4,2010,1,7,ninguno,1,3,fanny,3,5,2,38,2,ns_nc,maria,3,5,2,36,3,ns_nc,nancy,3,5,2,40,2,1,,,,,,,,,,,,,,,1,5,12000,1,2,2,1,1,57,,5,2,1,3,5,,paysandu,11,2,,,,,,0,,,,,,3,4,3,3,5,5,4,5,4,5,7,,4,1,2,1,ns_nc,6,5,4,1,1,1,2,1,3,1,3,1,1,1,5,10,9,10,10,10,10,10,10,10,10,5,4,10,5,5,10,5,ns_nc,10,6,10,10,10,5,5,7,ns_nc,1,2,ns_nc,1,8,9,4,10,5,6,5,5,3,4,9,9,5,9,5,9,1,1,1,1,2,2,2,2,2,1,4,4,4,4,4,3,1,4,4,1,4,4,,,,,,,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1500,0,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,139,-1.8200001,-.38999999,2892
7057,2,11,17 Sep 11,82,2,1,2011,5,6000,,1,,3,1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,0,0,1,,1,ninguna,2,1,,4,3,2,,,4,1,2,2,,,,1,facundo,4,5,1,14,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,1,2,2,2,2,2,1,padrastro,3,1,5,3,1,1,3,1,2,3,1,3,1,3,1,2,3,1,1,3,1,1,1,3,1,1,3,1,2,2,2,1,2,8,0,4,paysandu,11,25,2,20,3,3,3,2,,1,1,10,2011,2,,ninguno,1,1,marcela,3,5,1,39,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,25000,1,2,2,1,1,82,,11,2,1,5,,,soriano,17,1,1,84,,ns_nc,2,salto,15,8,,,,4,5,5,5,4,5,5,5,5,5,1,,5,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,ns_nc,10,6,1,10,6,10,10,10,1,10,10,10,3,3,5,ns_nc,1,1,4,1,10,10,10,10,10,1,6,10,10,4,9,5,5,5,5,6,1,1,1,1,2,2,2,2,ns_nc,4,4,4,4,4,4,4,4,4,4,2,2,4,,,,,,,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,20000,0,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,155,.63999999,2.45,1986
7058,2,11,05 Oct 11,84,1,3,1989,7,,,1,,4,3,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,0,1,,1,3,1,1,,5,3,2,,,4,1,2,2,,,,5,Sin nombre,2,2,1,14,4,1,Sin nombre,2,2,1,14,4,2,Sin nombre,2,2,1,14,4,2,Sin nombre,2,2,1,14,4,2,Sin nombre,2,2,1,14,4,2,1,2,2,,1,4,2,,1,2,2,,2,,2,,1,2,2,,2,,1,2,1,3,2,,2,,1,1,2,,2,,,,2,1,2,2,2,2,2,2,,3,5,5,3,3,1,3,1,1,3,1,3,3,3,1,2,3,3,3,3,1,1,3,2,1,2,1,3,1,3,1,,,,,,paysandu,11,13,2,22,7,7,3,1,1,,,,,2,,10,1,5,Sin nombre,3,5,1,40,2,1,Sin nombre,3,5,1,,2,,Sin nombre,3,5,1,53,2,1,Sin nombre,3,5,1,45,2,1,Sin nombre,3,5,1,53,2,1,1,5,25000,2,2,1,2,,,,,,,,,,0,,1,2,,68,9,2,paysandu,11,1,5,,,4,3,1,4,4,4,1,4,2,5,1,,5,1,1,1,1,5,5,4,1,1,1,3,1,1,1,3,1,1,1,10,10,3,10,10,10,10,5,10,10,10,1,10,10,2,10,5,10,10,10,3,10,10,9,4,2,4,3,1,1,4,1,4,6,4,10,5,5,4,5,8,4,2,4,5,5,3,15,1,1,1,1,2,2,2,2,1,3,3,3,3,4,4,4,3,4,4,1,4,3,10,,,2,5,,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,155,-.18000001,-1.66,2892
7059,2,11,23 Sep 11,84,2,1,1995,4,,,1,,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,3,1,2,0,1,,1,3,25,1,,1,5,1,ns_nc,13,1,1,1,1,15,4,,5,jose luis,3,5,1,16,1,1,felix,3,5,1,14,1,2,lucas,3,5,1,ns_nc,2,2,jose,3,5,1,ns_nc,2,2,fatima,3,5,2,12,3,2,1,2,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,2,2,1,2,2,2,2,,3,4,5,1,3,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,1,1,4,0,1,paysandu,11,nunca_trabajó,,15,6,6,6,2,,2,2,,,2,,ninguno,2,sin amigos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,ns_nc,1,1,1,2,,,,,,,,,,0,,1,1,50,,9,2,paysandu,11,6,,,,4,3,5,1,1,5,1,1,5,2,1,,5,2,ns_nc,1,2,6,9,8,1,1,1,2,1,2,1,1,1,1,1,5,10,1,10,10,10,10,10,10,10,10,1,10,10,1,10,10,6,10,10,10,10,10,10,4,4,5,2,4,1,ns_nc,4,10,1,2,10,5,5,7,3,3,4,9,9,5,9,5,5,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,3,4,3,4,3,3,1,6,,,6,,,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,9,1,2,0,0,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,151,-1.4,-.40000001,2892
7060,3,11,06 Oct 11,99,2,1,1999,2,,,1,,5,1,2,1,2,1,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,0,2,13,,,,,,,,2,,,1,1,2,1,6,6,,2,matias,3,5,1,14,1,2,facundo,3,5,1,14,2,2,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,12,2,,2,,,,2,1,2,2,2,2,2,2,,2,1,5,2,1,1,3,2,3,1,3,3,1,3,1,3,3,3,1,2,1,3,3,1,3,1,1,3,2,3,2,2,,,,,paysandu,11,17,2,17,6,6,9,2,,1,1,10,2011,2,,ninguno,1,1,veronica,4,3,2,28,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,20000,1,1,1,1,1,56,,9,2,8,,,,paysandu,11,2,,,,,,0,,,,,,3,3,3,4,4,5,5,3,2,5,1,,4,2,1,2,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,10,10,8,10,10,10,10,1,10,1,10,10,1,5,1,10,10,10,10,10,1,5,10,10,2,2,7,3,2,2,3,1,1,10,10,10,1,1,10,10,6,4,9,9,5,5,5,7,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,4,4,,,,,,,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,0,0,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2892
7061,2,11,23 Sep 11,84,2,1,1995,4,,,1,,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,0,0,2,13,,,,,,,,1,1,1,5,1,2,2,,,,5,jose luis,3,5,1,16,1,1,felix,3,5,1,14,1,2,lucas,3,5,1,ns_nc,2,2,jose,3,5,1,ns_nc,2,2,fatima,3,5,2,12,3,2,2,,2,,ns_nc,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,2,1,2,2,2,2,2,,3,5,3,3,3,1,2,3,2,2,3,3,3,2,1,3,3,3,1,3,1,3,3,2,1,2,1,3,3,3,2,1,1,4,0,1,paysandu,11,nunca_trabajó,,15,6,6,6,2,,2,2,,,2,,ninguno,2,sin amigos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3000,1,1,1,2,,,,,,,,,,0,,1,1,50,,9,2,paysandu,11,6,,,,4,3,5,1,1,5,1,1,5,2,1,,5,2,ns_nc,1,2,6,9,8,1,1,1,2,1,2,1,1,1,1,1,5,10,1,10,10,10,10,10,10,10,10,1,10,10,1,10,10,6,10,ns_nc,10,10,10,10,4,4,5,2,4,1,ns_nc,4,10,1,2,10,5,5,7,3,3,4,9,9,5,9,5,5,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,3,4,3,4,3,3,1,6,,,6,,,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,9,1,2,0,0,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,145,-.50999999,-.73000002,2892
7063,2,11,23 Sep 11,84,2,1,1990,7,,,1,,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,3,1,1,0,2,13,,,,,,,,2,,,4,1,2,1,1,7,presincope,5,agustin,3,3,1,15,3,2,jose,3,3,1,14,3,2,carlos,3,3,1,15,1,1,gabriel,3,3,1,12,3,2,antony,3,3,1,14,1,2,1,1,2,,1,3,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,4,2,,2,,,,2,2,1,2,2,2,2,2,,3,5,5,1,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,1,3,3,3,3,1,3,3,1,3,3,2,1,3,3,0,4,paysandu,11,nunca_trabajó,,19,5,5,5,2,,2,2,,,2,,8,2,5,maria,5,5,2,31,3,4,adriana,5,5,2,29,2,1,andrea,3,2,2,28,2,4,rosana,3,2,2,34,2,4,laura,3,5,2,42,3,4,4,3,8000,1,2,2,1,1,65,,11,2,ns_nc,,,,paysandu,11,1,1,64,,5,2,paysandu,11,ns_nc,,,,4,5,2,4,4,4,1,4,4,4,1,,5,2,1,1,1,5,4,5,1,2,1,3,1,2,1,1,1,1,1,4,10,1,10,10,10,10,10,10,7,10,1,10,10,1,10,10,10,10,10,10,10,10,10,5,1,7,2,1,4,4,4,9,3,1,10,5,5,7,6,5,4,4,5,5,4,4,5,1,1,1,1,2,2,2,2,1,1,3,3,1,1,1,1,1,1,4,2,1,1,1,10,,1,2,,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,4000,300,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,156,-.92000002,-1.34,2892
7067,3,11,17 Sep 11,84,2,1,1977,2,,,1,,4,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,0,0,1,,1,2,2,1,,5,3,1,1,10,5,1,1,2,,,,5,malena,2,2,2,14,4,2,manuel,2,2,1,15,4,2,camila,2,2,2,14,4,2,soledad,2,2,2,14,4,2,gabriel,2,2,1,16,4,2,1,5,1,4,2,,1,6,1,2,1,6,2,,2,,2,,2,,1,2,2,,2,,1,6,2,,2,,2,,2,,,,2,1,1,2,2,2,2,2,,3,5,5,3,1,1,3,1,2,3,2,3,1,3,1,2,2,3,3,3,1,1,3,3,1,3,1,3,3,2,2,1,3,8,0,3,paysandu,11,20,2,19,3,3,0,2,,1,1,6,2010,1,2,4,3,5,natalia,3,5,2,34,3,1,alejandra,3,5,2,32,3,1,rosario,3,5,2,32,4,1,ramiro,3,5,1,35,3,1,juan,3,5,1,30,3,1,1,5,10000,1,1,2,1,1,64,,9,7,1,3,5,,no sabe,ns_nc,1,1,67,,8,2,no sabe,ns_nc,8,,,,5,5,1,1,5,5,1,5,5,5,1,,3,2,1,1,1,9,9,5,1,2,1,5,1,2,1,1,3,1,1,10,10,1,10,10,10,10,1,4,7,10,1,10,1,1,10,5,10,10,10,1,10,10,10,5,5,7,3,1,1,4,2,5,5,4,10,7,7,5,5,5,4,4,4,5,5,5,6,1,1,1,1,2,2,2,2,2,4,4,3,3,3,4,4,3,4,4,1,3,4,,,,,,,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,0,0,,,,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,159,1.05,-.12,3045
7068,2,11,03 Oct 11,83,2,1,2002,2,,,1,,4,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,0,0,1,,1,2,0,,,5,1,2,,,4,1,2,2,,,,2,Sin nombre,1,5,2,13,3,2,Sin nombre,2,2,2,13,4,2,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,15,1,6,1,10,2,,1,6,2,,2,,2,,1,2,2,,2,,2,,2,,1,5,2,,2,,,,1,1,2,2,2,2,1,2,,3,1,5,3,3,1,3,3,1,3,1,3,3,3,1,1,3,1,1,3,1,1,3,2,1,1,1,3,1,3,1,,,,,,paysandu,11,17,2,26,2,2,3,2,,1,1,6,2011,1,4,ninguno,2,2,Sin nombre,6,5,2,33,4,1,Sin nombre,6,5,2,33,4,1,,,,,,,,,,,,,,,,,,,,,,1,5,35000,2,2,2,1,1,64,,3,2,1,,,,paysandu,11,1,1,71,,3,2,paysandu,11,1,,,,4,4,4,4,2,3,5,5,4,4,7,,4,2,1,1,1,6,4,4,1,2,2,4,1,1,1,1,3,1,1,10,10,3,10,10,10,10,10,10,10,10,10,10,10,5,10,5,10,10,10,1,10,10,10,6,8,5,3,1,2,3,5,1,1,5,10,10,10,10,10,10,4,1,5,5,5,5,7,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,1,4,4,,,,,,,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,9999,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,159,1.21,-1.04,3045
7069,2,11,12 Dec 11,3,2,1,2000,5,3900,,2,5,3,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,0,1,1,,1,2,0,,,3,3,2,,,2,1,1,2,,,,2,nahuel,1,5,1,14,4,2,antonio,1,5,1,14,4,2,,,,,,,,,,,,,,,,,,,,,,2,,1,10,1,15,1,2,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,,,2,2,2,1,2,2,2,2,,4,5,5,3,2,1,2,1,1,2,1,3,2,2,1,1,3,2,1,3,1,1,2,2,1,1,1,3,1,2,2,1,3,1,0,1,paysandu,11,26,2,18,4,3,6,2,,1,1,2,2007,2,,20,2,1,elsa,3,5,2,39,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ns_nc,35000,1,2,1,1,2,,70,11,2,1,,,,paysandu,11,1,2,,48,9,2,paysandu,11,8,,,,3,2,2,3,4,3,1,3,3,3,1,,4,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1,10,10,1,10,10,10,10,5,10,1,10,1,1,1,1,10,5,10,10,10,1,10,10,10,4,8,5,3,2,2,4,2,5,5,5,5,5,5,10,1,1,2,3,3,3,4,4,ns_nc,1,1,1,1,2,2,2,2,1,3,3,3,2,3,4,4,4,4,4,1,4,2,4,,,2,,,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,158,.99000001,1.21,3045
